STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/27/1985,20,10,10.74,950,904,0,0,0,,70,50,,320,,,315,,,21,,,32.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/28/1985,70,70,10.96,2250,2227,0,0,0,,65,50,,340,,,360,,,21,,,26.4,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/29/1985,10,0,11.41,850,856,0,0,0,,72,50,,20,,,360,,,16.1,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/30/1985,20,10,10.29,1552,2027,0,0,0,,73,54,,180,,,180,,,19.9,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/1/1985,80,100,10.29,2150,719,0.05,0,0,,74,57,,30,,,225,,,17,,,24.2,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/2/1985,100,100,13.2,927,535,0.59,0,0,,57,48,,60,,,360,,,17.9,,,27.5,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/3/1985,70,90,17,852,923,1.6,0,0,,55,45,,20,,,360,,,25.1,,,40.3,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/4/1985,30,30,12.97,2350,2301,0,0,0,,65,45,,250,,,270,,,17.9,,,30,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/5/1985,90,90,13.42,1950,2113,0,0,0,,64,55,,200,,,180,,,17.9,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/6/1985,100,100,9.84,1650,1627,0,0,0,,70,56,,250,,,270,,,21,,,34.4,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/7/1985,70,80,14.09,951,1248,0,0,0,,70,56,,330,,,315,,,23,,,31.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/8/1985,0,0,15.66,750,1205,0,0,0,,66,49,,320,,,360,,,23.9,,,32.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/9/1985,40,50,11.18,1950,1844,0,0,0,,60,42,,190,,,180,,,21,,,30,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/10/1985,20,10,12.97,1550,1552,0,0,0,,72,57,,190,,,180,,,19.9,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/11/1985,40,40,10.74,1651,1635,0,0,0,,78,63,,180,,,180,,,19.9,,,25.3,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/12/1985,90,90,10.96,1538,1402,0.07,0,0,,76,61,,180,,,180,,,23,,,31.1,,1,1,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/13/1985,40,40,9.62,2351,2324,0,0,0,,76,59,,270,,,270,,,15,,,25.3,,1,,,,,,,1,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/14/1985,50,50,14.32,1851,1616,0,0,0,,85,51,,90,,,90,,,25.1,,,31.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/15/1985,70,60,8.5,51,4,0,0,0,,62,50,,100,,,90,,,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/16/1985,80,70,10.07,1350,1343,0,0,0,,71,55,,160,,,180,,,17.9,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/17/1985,100,90,6.93,2108,1404,0,0,0,,75,58,,130,,,135,,,13,,,17.2,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/18/1985,70,60,14.54,853,1442,0.82,0,0,,71,54,,330,,,315,,,21,,,35.6,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/19/1985,30,40,16.55,930,923,0,0,0,,68,50,,300,,,315,,,23,,,35.6,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/20/1985,0,0,15.43,1850,1848,0,0,0,,74,58,,190,,,180,,,29.1,,,35.6,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/21/1985,70,70,11.18,1550,1631,0.78,0,0,,72,62,,160,,,180,,,21,,,32.2,,1,1,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/22/1985,80,60,8.72,1051,1313,0.04,0,0,,77,60,,340,,,360,,,17,,,25.3,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/23/1985,90,100,7.61,1250,600,0,0,0,,66,56,,200,,,45,,,13,,,18.3,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/24/1985,90,90,6.04,1053,1708,0,0,0,,72,54,,170,,,180,,,12.1,,,17.2,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/25/1985,50,50,8.05,1350,1955,0,0,0,,74,55,,150,,,135,,,13,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/26/1985,40,40,8.5,1551,1433,0.09,0,0,,81,58,,180,,,180,,,17,,,30,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/27/1985,70,30,7.61,1551,1623,0,0,0,,86,62,,230,,,225,,,15,,,26.4,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/28/1985,100,90,9.4,2150,2035,0.67,0,0,,77,59,,40,,,360,,,16.1,,,26.4,,1,,1,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/29/1985,60,60,11.63,1150,1113,0.06,0,0,,72,56,,30,,,45,,,17,,,25.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/30/1985,60,70,10.51,1451,2006,0,0,0,,69,56,,170,,,180,,,16.1,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/31/1985,100,100,14.09,1851,1948,0,0,0,,70,62,,200,,,180,,,21,,,28.9,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/1/1985,20,0,13.65,1252,1158,0.56,0,0,,84,63,,280,,,270,,,23,,,31.1,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/2/1985,50,40,10.74,1451,1525,0,0,0,,76,62,,170,,,180,,,19.9,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/3/1985,60,60,7.61,1450,1508,0.08,0,0,,84,65,,180,,,180,,,13,,,17.2,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/4/1985,80,80,9.17,352,757,0,0,0,,77,62,,10,,,45,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/5/1985,100,100,10.29,1827,1801,1.18,0,0,,65,56,,20,,,45,,,16.1,,,21.9,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/6/1985,50,50,12.75,1850,1316,0,0,0,,78,56,,350,,,315,,,21,,,31.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/7/1985,70,70,9.4,2351,2047,0,0,0,,69,55,,10,,,180,,,15,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/8/1985,70,80,6.04,928,2158,0.26,0,0,,68,62,,260,,,180,,,10.1,,,12.8,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/9/1985,60,80,10.29,1750,1626,0,0,0,,74,62,,180,,,180,,,14.1,,,20.8,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/10/1985,50,50,11.63,1252,1004,0,0,0,,89,70,,290,,,315,,,21,,,27.5,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/11/1985,80,80,6.93,1351,1649,0,0,0,,74,66,,150,,,180,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/12/1985,90,90,10.29,1950,1558,0.02,0,0,,82,62,,320,,,270,,,17,,,27.5,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/13/1985,80,80,16.78,1922,1016,0,0,0,,69,59,,270,,,270,,,28,,,34.4,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/1985,40,50,14.54,1751,1700,0,0,0,,73,56,,280,,,270,,,17.9,,,25.3,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/1985,50,50,9.17,1751,1916,0.06,0,0,,74,53,,180,,,180,,,16.1,,,23,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/1985,90,90,8.95,1832,1821,1.1,0,0,,75,64,,300,,,270,,,17.9,,,31.1,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/1985,60,50,10.96,1752,602,0,0,0,,83,65,,240,,,270,,,15,,,20.8,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/1985,80,80,9.17,1751,2312,0.07,0,0,,78,66,,180,,,225,,,15,,,25.3,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/1985,40,40,13.42,1350,821,0,0,0,,79,67,,280,,,315,,,19.9,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/1985,40,40,12.08,1451,1623,0,0,0,,81,64,,240,,,270,,,21,,,32.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/1985,30,40,10.96,1650,1513,0,0,0,,78,60,,200,,,180,,,17,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/1985,60,60,11.63,1750,1739,0,0,0,,78,61,,180,,,180,,,19.9,,,26.4,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/1985,40,40,13.42,1950,2028,0,0,0,,77,67,,190,,,180,,,17.9,,,25.3,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/1985,40,70,10.74,1328,1330,1.03,0,0,,78,65,,240,,,225,,,25.1,,,35.6,,1,,1,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/1985,30,40,11.41,1750,1634,0,0,0,,77,58,,320,,,315,,,16.1,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/1985,70,60,17,750,1917,0,0,0,,70,56,,360,,,360,,,21.9,,,32.2,,,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/1985,100,100,13.65,1538,1212,0.06,0,0,,65,56,,40,,,45,,,19.9,,,28.9,,,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/1985,100,100,8.5,1150,826,0.07,0,0,,66,57,,250,,,270,,,14.1,,,18.3,,,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/29/1985,90,90,6.93,1650,1614,0.07,0,0,,72,60,,170,,,180,,,10.1,,,18.3,,1,,,,,,,1,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/30/1985,40,40,6.93,953,1812,0,0,0,,74,60,,180,,,135,,,14.1,,,16.1,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/1/1985,60,60,7.61,1351,1428,0,0,0,,74,58,,140,,,135,,,17,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/2/1985,50,50,8.05,2052,2103,0,0,0,,71,58,,180,,,180,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/3/1985,50,40,9.84,1350,1703,0.02,0,0,,81,65,,240,,,225,,,16.1,,,21.9,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/4/1985,40,50,6.71,1350,1816,0,0,0,,82,66,,180,,,180,,,13,,,19.5,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/5/1985,70,90,9.17,2150,2143,0.06,0,0,,80,67,,180,,,180,,,19.9,,,21.9,,1,1,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/6/1985,90,100,9.4,2051,2033,0.02,0,0,,80,69,,230,,,225,,,17.9,,,30,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/7/1985,40,30,13.65,1751,1258,0.01,0,0,,85,70,,280,,,270,,,23,,,28.9,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/8/1985,60,70,11.86,1250,1318,0,0,0,,79,66,,230,,,225,,,17.9,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/9/1985,80,80,7.61,1050,1552,0,0,0,,77,66,,180,,,180,,,14.1,,,20.8,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/10/1985,60,70,9.17,1350,1321,0,0,0,,88,70,,270,,,270,,,16.1,,,26.4,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/11/1985,40,40,10.29,550,348,0,0,0,,87,69,,330,,,270,,,15,,,21.9,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/12/1985,80,80,8.95,1750,1629,0,0,0,,83,68,,180,,,180,,,16.1,,,24.2,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/13/1985,20,10,6.71,6,1638,0.02,0,0,,81,66,,10,,,180,,,14.1,,,17.2,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/14/1985,90,90,10.96,1850,1832,0.03,0,0,,87,72,,290,,,270,,,21.9,,,31.1,,1,1,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/15/1985,100,100,11.63,1950,1943,0.08,0,0,,79,72,,190,,,180,,,21,,,31.1,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/16/1985,90,90,6.71,1650,1812,0.19,0,0,,83,70,,260,,,135,,,12.1,,,17.2,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/17/1985,20,20,8.72,750,857,0,0,0,,85,66,,10,,,45,,,16.1,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/18/1985,20,20,7.38,1450,1913,0,0,0,,84,64,,180,,,180,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/19/1985,30,20,11.86,1750,1946,0,0,0,,86,68,,180,,,180,,,21,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/20/1985,80,80,9.62,1650,226,0,0,0,,91,71,,260,,,225,,,14.1,,,20.8,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/21/1985,40,30,9.4,2150,2029,0,0,0,,88,71,,180,,,180,,,16.1,,,25.3,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/22/1985,90,90,9.84,150,146,0.67,0,0,,87,72,,280,,,270,,,19.9,,,31.1,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/23/1985,30,20,8.95,1850,409,0,0,0,,80,64,,30,,,360,,,13,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/24/1985,10,10,7.61,1850,2009,0,0,0,,79,58,,180,,,180,,,15,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/25/1985,30,40,12.75,1951,1909,0,0,0,,82,70,,190,,,180,,,17.9,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/26/1985,90,100,14.99,537,915,1.4,0,0,,77,70,,190,,,225,,,25.9,,,41.4,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/27/1985,50,40,7.83,1751,1302,0.06,0,0,,83,68,,30,,,45,,,12.1,,,19.5,,,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/28/1985,20,10,7.16,1150,46,0,0,0,,82,67,,140,,,315,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/29/1985,60,80,6.71,1750,2042,0,0,0,,79,66,,180,,,180,,,12.1,,,17.2,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/30/1985,50,50,8.28,1550,1538,0,0,0,,89,69,,200,,,180,,,13,,,17.2,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/31/1985,90,100,10.07,1950,1753,0.07,0,0,,80,70,,190,,,180,,,17.9,,,23,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/1/1985,60,50,14.54,752,830,0,0,0,,80,64,,350,,,360,,,21,,,31.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/2/1985,20,20,8.72,1052,1154,0,0,0,,79,59,,20,,,45,,,15,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/3/1985,30,40,7.83,2250,1838,0,0,0,,78,62,,220,,,180,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/4/1985,30,40,10.07,1450,1902,0,0,0,,80,65,,180,,,180,,,16.1,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/5/1985,20,20,9.62,1550,1623,0,0,0,,80,66,,190,,,180,,,15,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/6/1985,40,60,8.05,1650,1249,0,0,0,,79,62,,150,,,135,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/7/1985,80,90,13.42,1950,1532,0,0,0,,80,69,,190,,,180,,,17.9,,,27.5,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/8/1985,60,70,10.29,1650,315,0.44,0,0,,80,69,,180,,,270,,,15,,,25.3,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/9/1985,50,70,5.82,1151,1625,0,0,0,,84,69,,170,,,135,,,13,,,15,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/10/1985,30,20,6.71,1550,1856,0,0,0,,82,68,,150,,,180,,,12.1,,,20.8,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/11/1985,50,50,7.83,2117,2120,0.33,0,0,,83,71,,250,,,270,,,15,,,28.9,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/12/1985,20,30,9.4,1550,1023,0,0,0,,86,68,,20,,,360,,,14.1,,,20.8,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/13/1985,40,40,8.5,1650,2359,0,0,0,,80,66,,180,,,225,,,15,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/14/1985,80,80,8.28,1250,831,0.02,0,0,,89,74,,190,,,225,,,14.1,,,18.3,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/15/1985,50,50,9.4,2350,2222,0,0,0,,90,77,,240,,,225,,,14.1,,,26.4,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/16/1985,70,80,10.07,1250,1209,0,0,0,,87,72,,350,,,315,,,15,,,20.8,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/17/1985,40,40,8.5,1550,2034,0,0,0,,82,67,,180,,,180,,,12.1,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/18/1985,90,90,7.83,1350,1355,0,0,0,,77,64,,90,,,90,,,14.1,,,21.9,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/19/1985,100,100,7.38,1035,1211,0.11,0,0,,75,67,,80,,,90,,,12.1,,,16.1,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/20/1985,80,90,5.37,1550,840,0,0,0,,81,66,,270,,,225,,,8.9,,,16.1,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/21/1985,80,100,5.14,851,846,0.17,0,0,,72,63,,30,,,45,,,10.1,,,12.8,,1,,,,,,,1,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/22/1985,70,80,8.05,851,922,0,0,0,,78,64,,10,,,360,,,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/23/1985,50,50,6.93,1151,1942,0,0,0,,79,61,,240,,,225,,,10.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/24/1985,70,90,7.61,1550,,0,0,0,,80,59,,160,,,135,,,14.1,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/25/1985,100,100,5.14,2350,410,0.69,0,0,,76,67,,160,,,225,,,8.9,,,15,,1,,,,,,,1,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/26/1985,70,60,11.18,1550,1924,0.03,0,0,,82,74,,180,,,180,,,17,,,20.8,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/27/1985,80,80,11.86,1650,1606,0,0,0,,85,73,,270,,,270,,,16.1,,,24.2,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/28/1985,30,40,10.74,1750,1307,0,0,0,,86,69,,280,,,315,,,17,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/29/1985,70,60,6.71,1050,49,0,0,0,,84,71,,320,,,270,,,10.1,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/30/1985,100,100,11.63,1550,1815,0.01,0,0,,82,70,,220,,,270,,,21.9,,,30,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/31/1985,90,100,11.18,850,843,0,0,0,,71,59,,40,,,45,,,15,,,23,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/1/1985,40,40,8.05,2350,1912,0,0,0,,74,54,,200,,,180,,,12.1,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/2/1985,70,80,8.05,850,714,0,0,0,,82,66,,230,,,225,,,13,,,19.5,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/3/1985,10,10,8.5,1850,1759,0,0,0,,84,64,,200,,,180,,,15,,,23,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/4/1985,50,60,12.08,1550,1512,0,0,0,,93,73,,270,,,270,,,21,,,28.9,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/5/1985,30,50,8.95,1650,1404,0,0,0,,92,75,,260,,,225,,,14.1,,,24.2,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/6/1985,40,40,12.97,850,904,0,0,0,,92,77,,280,,,270,,,19.9,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/7/1985,70,70,7.38,1750,1834,0,0,0,,81,71,,170,,,180,,,10.1,,,15,,1,,,,,,,1,,,,,,,,,,,,
