STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/9/2016,,,10.96,,,0.09,0,0,40,45,33,,,330,330,,,,,25.9,31.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/10/2016,,,15.66,,,0,0,0,40,49,31,,,320,320,,,,,25.1,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/11/2016,,,21.7,,,0,0,0,48,55,44,,,180,180,,,,,30,36.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/12/2016,,,17.22,,,0.17,0,0,52,60,43,,,190,330,,,,,28,35.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/13/2016,,,8.5,,,0,0,0,47,55,37,,,360,340,,,,,21,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/14/2016,,,7.38,,,0,0,0,47,57,38,,,140,170,,,,,14.1,17,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/15/2016,,,6.93,,,0,0,0,48,58,38,,,210,220,,,,,15,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/16/2016,,,8.5,,,0,0,0,50,67,39,,,30,320,,,,,21,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/17/2016,,,7.16,,,0,0,0,53,69,43,,,180,30,,,,,13,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/18/2016,,,8.28,,,0,0,0,60,78,45,,,20,20,,,,,18.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/19/2016,,,14.54,,,0,0,0,63,72,52,,,360,10,,,,,29.1,36.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/20/2016,,,12.3,,,0,0,0,58,67,48,,,350,350,,,,,21,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/21/2016,,,13.2,,,0,0,0,54,64,47,,,190,190,,,,,25.9,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/22/2016,,,6.71,,,0.02,0,0,61,71,53,,,220,240,,,,,15,21,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/23/2016,,,12.3,,,0.12,0,0,64,71,54,,,350,340,,,,,21.9,25.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/24/2016,,,12.08,,,0,0,0,56,64,47,,,350,330,,,,,23.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/25/2016,,,5.37,,,0,0,0,55,62,47,,,180,150,,,,,14.1,17,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/26/2016,,,10.29,,,0.04,0,0,56,65,47,,,340,340,,,,,32,38,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/27/2016,,,9.62,,,0,0,0,50,54,46,,,190,210,,,,,18.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/28/2016,,,8.28,,,0,0,0,52,59,47,,,160,40,,,,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/29/2016,,,11.18,,,0.03,0,0,51,57,47,,,110,110,,,,,23,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/30/2016,,,8.28,,,0,0,0,51,60,47,,,190,190,,,,,15,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/1/2016,,,8.28,,,0.22,0,0,49,50,45,,,60,110,,,,,15,19.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/2/2016,,,5.82,,,0.05,0,0,49,56,46,,,150,160,,,,,13,15,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/3/2016,,,7.38,,,0.75,0,0,53,54,50,,,60,60,,,,,14.1,16.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/4/2016,,,10.96,,,0.07,0,0,51,53,49,,,40,40,,,,,18.1,23,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/5/2016,,,15.43,,,0,0,0,51,57,47,,,40,40,,,,,25.1,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/6/2016,,,14.99,,,0.68,0,0,51,53,48,,,90,90,,,,,31.1,40,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/7/2016,,,6.71,,,0,0,0,51,56,48,,,100,100,,,,,18.1,21.9,,,1,1,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/8/2016,,,11.86,,,0.11,0,0,54,68,48,,,320,320,,,,,32,38.9,,,1,1,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/9/2016,,,13.65,,,0,0,0,61,73,47,,,270,270,,,,,29.1,36,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/10/2016,,,9.62,,,0,0,0,57,61,48,,,240,230,,,,,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/11/2016,,,7.16,,,0,0,0,60,71,48,,,190,190,,,,,16.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/12/2016,,,6.71,,,0,0,0,62,75,51,,,160,200,,,,,15,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/13/2016,,,5.37,,,0.25,0,0,57,65,52,,,170,170,,,,,16.1,19.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/14/2016,,,10.29,,,0,0,0,63,70,56,,,260,260,,,,,25.9,36,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/15/2016,,,19.91,,,0,0,0,56,60,47,,,270,270,,,,,36.9,42.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/16/2016,,,18.79,,,0,0,0,53,68,44,,,290,280,,,,,30,40,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/17/2016,,,11.18,,,0,0,0,59,64,53,,,250,250,,,,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/18/2016,,,7.83,,,0.02,0,0,57,66,52,,,150,40,,,,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/19/2016,,,7.16,,,0,0,0,57,64,53,,,160,180,,,,,15,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/20/2016,,,7.16,,,0,0,0,61,75,49,,,190,190,,,,,18.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/21/2016,,,6.93,,,0.1,0,0,58,62,50,,,120,130,,,,,16.1,19.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/22/2016,,,7.16,,,0.06,0,0,59,70,54,,,180,190,,,,,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/23/2016,,,6.49,,,0,0,0,61,70,52,,,160,160,,,,,15,17,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/24/2016,,,6.71,,,0.34,0,0,65,77,60,,,320,290,,,,,17,21.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/25/2016,,,9.4,,,0,0,0,71,87,57,,,220,230,,,,,19.9,23,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/26/2016,,,9.62,,,0,0,0,74,84,62,,,190,180,,,,,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/27/2016,,,9.62,,,0,0,0,69,77,63,,,180,180,,,,,29.1,33.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/28/2016,,,11.41,,,0,0,0,71,79,64,,,190,180,,,,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/29/2016,,,9.84,,,0.01,0,0,70,78,64,,,160,160,,,,,17,21.9,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/30/2016,,,10.29,,,1.05,0,0,68,77,64,,,190,190,,,,,19.9,25.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/31/2016,,,6.04,,,0,0,0,70,79,66,,,190,170,,,,,12.1,15,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/1/2016,,,9.4,,,0,0,0,73,85,64,,,100,110,,,,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/2/2016,,,9.62,,,0,0,0,66,72,61,,,120,110,,,,,16.1,19.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/3/2016,,,5.14,,,0.01,0,0,65,67,63,,,150,150,,,,,8.9,13,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/4/2016,,,7.83,,,0,0,0,69,78,63,,,180,180,,,,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/5/2016,,,12.53,,,0.67,0,0,68,71,66,,,190,200,,,,,23.9,30,,,1,1,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/6/2016,,,11.63,,,0,0,0,73,84,67,,,230,190,,,,,21.9,25.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/7/2016,,,11.41,,,0,0,0,75,84,66,,,320,320,,,,,28,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/8/2016,,,15.66,,,0.66,0,0,65,70,54,,,310,290,,,,,31.1,40.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/9/2016,,,19.01,,,0,0,0,64,74,55,,,300,290,,,,,32,38.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/10/2016,,,13.87,,,0,0,0,68,79,59,,,310,310,,,,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/11/2016,,,8.95,,,0,0,0,70,87,58,,,190,200,,,,,23,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/12/2016,,,20.8,,,0,0,0,81,87,63,,,320,340,,,,,33.1,45,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/13/2016,,,19.24,,,0,0,0,67,77,58,,,320,340,,,,,29.1,38,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/2016,,,11.41,,,0,0,0,70,82,60,,,330,330,,,,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/2016,,,9.17,,,0,0,0,73,83,62,,,190,180,,,,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/2016,,,4.03,,,0.04,0,0,69,72,63,,,210,200,,,,,10.1,12.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/2016,,,8.28,,,0,0,0,70,77,59,,,90,110,,,,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/2016,,,7.61,,,0,0,0,69,78,60,,,170,170,,,,,16.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/2016,,,8.05,,,0,0,0,71,81,63,,,150,160,,,,,16.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/2016,,,8.05,,,0,0,0,69,76,63,,,190,190,,,,,17,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/2016,,,10.96,,,0,0,0,78,88,70,,,190,190,,,,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/2016,,,8.95,,,0,0,0,80,92,67,,,300,320,,,,,28,36,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/2016,,,5.14,,,0,0,0,77,84,69,,,200,190,,,,,16.1,18.1,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/2016,,,10.74,,,0,0,0,76,85,68,,,120,110,,,,,23.9,29.1,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/2016,,,8.5,,,0,0,0,73,81,65,,,150,150,,,,,15,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/2016,,,9.84,,,0,0,0,73,80,66,,,170,170,,,,,18.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/2016,,,15.88,,,0.09,0,0,73,81,66,,,180,170,,,,,28,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/2016,,,10.96,,,0.14,0,0,72,76,70,,,160,170,,,,,16.1,21,,,1,1,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/29/2016,,,8.5,,,0,0,0,78,89,70,,,270,270,,,,,18.1,21.9,,,1,1,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/30/2016,,,11.18,,,0,0,0,78,85,70,,,190,190,,,,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/1/2016,,,9.4,,,0.45,0,0,74,80,68,,,170,170,,,,,25.9,33.1,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/2/2016,,,14.32,,,0,0,0,74,81,69,,,330,330,,,,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/3/2016,,,9.62,,,0,0,0,75,81,67,,,200,190,,,,,18.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/4/2016,,,12.08,,,0.52,0,0,74,82,66,,,180,180,,,,,23.9,30,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/5/2016,,,9.62,,,0.47,0,0,78,90,72,,,190,310,,,,,17,21.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/6/2016,,,9.62,,,0,0,0,82,88,72,,,190,190,,,,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/7/2016,,,7.16,,,0.07,0,0,79,88,75,,,200,200,,,,,28,33.1,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/8/2016,,,11.41,,,0.02,0,0,78,87,68,,,110,120,,,,,21.9,27.1,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/9/2016,,,11.41,,,0.25,0,0,69,72,66,,,110,120,,,,,17,21,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/10/2016,,,10.51,,,0,0,0,73,84,68,,,310,310,,,,,21.9,27.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/11/2016,,,9.62,,,0,0,0,74,82,67,,,20,20,,,,,18.1,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/12/2016,,,11.18,,,0,0,0,73,80,66,,,180,170,,,,,23,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/13/2016,,,11.18,,,0,0,0,75,82,70,,,180,170,,,,,21.9,27.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/14/2016,,,8.72,,,0.28,0,0,78,85,74,,,180,180,,,,,21.9,28,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/15/2016,,,11.41,,,0,0,0,83,92,77,,,230,230,,,,,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/16/2016,,,9.17,,,0.07,0,0,82,88,74,,,180,250,,,,,21,25.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/17/2016,,,8.5,,,0,0,0,79,87,73,,,190,190,,,,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/18/2016,,,10.74,,,0.18,0,0,80,91,74,,,270,270,,,,,35.1,44.1,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/19/2016,,,13.2,,,0,0,0,80,86,74,,,320,290,,,,,23,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/20/2016,,,8.28,,,0,0,0,76,81,68,,,190,190,,,,,15,19,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/21/2016,,,14.32,,,0,0,0,77,85,70,,,190,190,,,,,25.9,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/22/2016,,,13.65,,,0,0,0,80,90,73,,,190,230,,,,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/23/2016,,,12.53,,,0,0,0,87,98,77,,,250,270,,,,,21.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/24/2016,,,10.74,,,0,0,0,83,90,73,,,190,200,,,,,23.9,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/25/2016,,,10.29,,,2.47,0,0,78,87,74,,,360,360,,,,,21.9,27.1,,,1,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/26/2016,,,11.41,,,0,0,0,82,93,74,,,310,310,,,,,21.9,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/27/2016,,,7.38,,,0,0,0,82,88,75,,,170,170,,,,,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/28/2016,,,8.05,,,0,0,0,80,88,74,,,200,200,,,,,19.9,23,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/29/2016,,,10.07,,,0.65,0,0,77,86,70,,,30,40,,,,,19.9,25.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/30/2016,,,7.61,,,0.18,0,0,77,85,73,,,140,140,,,,,16.1,19.9,,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/31/2016,,,10.51,,,0.45,0,0,77,80,73,,,90,90,,,,,28,36,,,1,,1,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/1/2016,,,8.95,,,0,0,0,74,78,70,,,130,110,,,,,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/2/2016,,,8.5,,,0,0,0,74,79,67,,,30,20,,,,,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/3/2016,,,7.83,,,0,0,0,72,79,64,,,110,110,,,,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/4/2016,,,6.71,,,0,0,0,72,80,64,,,180,190,,,,,13,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/5/2016,,,11.41,,,0,0,0,74,81,68,,,180,190,,,,,19.9,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/6/2016,,,10.51,,,0.18,0,0,77,84,74,,,180,200,,,,,14.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/7/2016,,,10.29,,,0,0,0,80,89,68,,,320,320,,,,,15,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/8/2016,,,6.93,,,0,0,0,80,84,73,,,10,10,,,,,12.1,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/9/2016,,,8.5,,,0,0,0,78,86,71,,,170,170,,,,,15,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/10/2016,,,13.42,,,0.05,0,0,79,84,74,,,190,190,,,,,23,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/11/2016,,,8.95,,,0.06,0,0,82,92,78,,,300,300,,,,,17,23,,,,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/12/2016,,,12.08,,,0.01,0,0,83,90,77,,,240,300,,,,,21.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/13/2016,,,10.74,,,0,0,0,85,91,80,,,180,180,,,,,19.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/14/2016,,,10.07,,,0.01,0,0,87,95,82,,,300,300,,,,,23,29.1,,,,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/15/2016,,,8.5,,,0,0,0,84,88,78,,,170,170,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/16/2016,,,13.42,,,0,0,0,82,87,77,,,170,170,,,,,23.9,36.9,,,,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/17/2016,,,14.54,,,0.01,0,0,82,87,77,,,250,250,,,,,28,36,,,,,1,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/18/2016,,,4.92,,,0.01,0,0,79,85,74,,,180,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/19/2016,,,7.61,,,0,0,0,80,87,76,,,360,360,,,,,15,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/20/2016,,,6.71,,,0.03,0,0,79,87,74,,,150,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/21/2016,,,12.53,,,0.26,0,0,80,84,76,,,200,200,,,,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/22/2016,,,16.11,,,0,0,0,76,81,68,,,330,340,,,,,23,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/23/2016,,,8.05,,,0,0,0,71,79,64,,,200,180,,,,,15,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/24/2016,,,11.18,,,0,0,0,75,85,67,,,190,230,,,,,19.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/25/2016,,,14.32,,,0,0,0,76,81,70,,,180,180,,,,,21.9,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/26/2016,,,10.51,,,0,0,0,81,92,73,,,340,340,,,,,17,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/27/2016,,,8.5,,,0,0,0,81,87,74,,,140,130,,,,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/28/2016,,,6.71,,,0,0,0,78,83,73,,,150,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,
